Genre,Popularity,Loudness,Tempo,Duration_ms,Energy,Key,Instrumentalness,Speechiness,Valence,Danceability
acoustic,31.61,-9.639039999999996,114.89658000000003,237067.51,0.43217899999999987,4.22,0.028319671799999994,0.05026299999999999,0.38838499999999987,0.5644000000000001
afrobeat,13.53,-8.492190000000004,115.36308,285025.96,0.6705890000000002,5.61,0.060157403600000006,0.078126,0.7497399999999997,0.66937
alt-rock,32.56,-6.984009999999997,126.19332000000003,235189.85,0.7467159999999998,5.27,0.11290550960000005,0.054678,0.5176769999999999,0.4828099999999999
alternative,45.52040816326531,-5.786000000000001,128.07093877551023,233408.3469387755,0.7703673469387755,5.540816326530612,0.04330267153061226,0.05566224489795919,0.5134285714285713,0.5190306122448981
ambient,19.85,-18.40567999999999,111.64245000000003,315229.36,0.3218325000000001,4.95,0.8255570999999999,0.04134900000000001,0.14758999999999997,0.368903
anime,20.78,-4.108680000000001,139.2323,251190.55,0.8552500000000002,5.33,0.0024890800999999995,0.07392200000000002,0.5454899999999999,0.5031800000000001
black-metal,7.22,-6.9725800000000016,122.21113,307542.35,0.8926500000000003,5.59,0.57529692,0.09722700000000001,0.12695199999999998,0.20773399999999997
bluegrass,18.15,-9.325799999999997,128.25607000000002,201287.66,0.5399280000000001,6.28,0.14887069149999996,0.03808999999999998,0.6823,0.5559000000000001
blues,16.93877551020408,-10.008244897959186,121.95106122448978,245780.14285714287,0.5239163265306125,5.091836734693878,0.09501117336734693,0.06250204081632653,0.6141326530612243,0.5476530612244898
bossanova,4.51,-12.19595999999999,109.90141000000001,187255.25,0.421013,5.8,0.1752618693000001,0.05554400000000002,0.5220569999999999,0.53502
brazil,28.41,-8.661289999999997,128.89429,226852.12,0.6033700000000001,5.69,0.023538832299999996,0.05612000000000003,0.61689,0.5997400000000002
breakbeat,11.88,-7.821320000000003,131.00896,318449.92,0.8133300000000001,6.35,0.45875068600000013,0.078716,0.523848,0.6558599999999999
british,36.623655913978496,-6.8007849462365595,125.02001075268817,224997.29032258064,0.7251182795698925,4.741935483870968,0.050526662580645164,0.05989032258064515,0.5949193548387095,0.5533333333333332
cantopop,12.32,-8.698599999999994,121.75459999999997,238030.63,0.4853699999999999,4.79,0.010499226399999997,0.04151599999999999,0.41619500000000004,0.5752599999999998
chicago-house,6.77,-10.706210000000004,123.37349999999998,379306.17,0.71331,5.99,0.4197319939,0.08412700000000001,0.6541349999999997,0.75316
children,38.458333333333336,-8.426177083333336,118.82283333333335,191991.45833333334,0.5822385416666669,5.0,0.04704035708333334,0.10107291666666664,0.5592010416666665,0.5911979166666664
chill,48.30769230769231,-7.48320512820513,121.05408974358966,250436.83333333334,0.6032948717948716,4.987179487179487,0.09516198474358975,0.0523448717948718,0.41961923076923086,0.5886923076923075
classical,27.232323232323232,-22.51954545454545,99.188202020202,347110.36363636365,0.1322552525252526,4.696969696969697,0.733313323232323,0.04336161616161618,0.13955555555555557,0.2412646464646465
club,36.93877551020408,-5.321520408163265,125.71242857142856,249113.83673469388,0.7993673469387758,5.285714285714286,0.18979811469387747,0.08350102040816326,0.4656724489795917,0.6432040816326531
comedy,27.85,-9.30385,95.95489999999997,259508.37,0.7882300000000001,5.39,1.5204999999999999e-06,0.9147499999999996,0.371596,0.54964
country,47.55,-6.892869999999997,122.84668999999994,218185.28,0.6549749999999999,5.3,0.0032856669999999986,0.04102500000000002,0.5456650000000001,0.5932399999999998
dance,33.86,-5.937890000000001,124.27674000000005,235415.99,0.73898,5.61,0.16678061359999996,0.08142100000000001,0.44236599999999987,0.6765200000000001
dancehall,16.69,-5.6651599999999975,114.09634000000007,204470.66,0.73846,5.06,0.0008047292000000002,0.22078399999999995,0.71333,0.7157000000000001
death-metal,22.45,-6.61868,122.19553000000002,251581.34,0.9378300000000002,4.98,0.40433112599999993,0.11867000000000001,0.24060099999999998,0.3087500000000001
deep-house,9.938144329896907,-8.539329896907216,121.3761546391752,380721.7731958763,0.6292577319587631,5.536082474226804,0.5654551619587627,0.0644082474226804,0.4738453608247424,0.7837113402061858
detroit-techno,4.877551020408164,-11.798479591836733,128.74460204081635,383315.1632653061,0.6908961224489797,4.989795918367347,0.755428980612245,0.07596632653061224,0.40617653061224485,0.666765306122449
disco,27.46808510638298,-6.991404255319148,122.73510638297869,250830.3510638298,0.7747553191489363,5.75531914893617,0.059658099680851104,0.0680691489361702,0.7018914893617024,0.699712765957447
disney,36.472527472527474,-15.505615384615387,105.81247252747261,173907.76923076922,0.3252857142857142,4.725274725274725,0.24396923571428566,0.07083626373626373,0.348208791208791,0.40223296703296707
drum-and-bass,10.173469387755102,-4.566673469387754,161.31557142857153,310963.6632653061,0.8873367346938769,5.275510204081633,0.3681090419387756,0.07810204081632655,0.2890306122448978,0.4636326530612246
dub,19.11111111111111,-5.088377777777778,137.49472222222218,282886.68888888886,0.8155000000000002,5.588888888888889,0.24152242855555564,0.12256777777777772,0.36087333333333343,0.5956999999999999
dubstep,12.75,-5.207025,134.03606249999999,278344.4,0.8206874999999998,5.3125,0.2732910497500001,0.09281125,0.33876375,0.5992500000000001
edm,18.52747252747253,-5.459417582417583,127.5188791208791,264697.5494505495,0.7884505494505493,5.197802197802198,0.32802581098901085,0.07870109890109893,0.3718879120879122,0.6162087912087915
electro,28.454545454545453,-5.452287878787879,124.50937878787877,264247.5,0.7924696969696969,5.863636363636363,0.2741775609090909,0.09418030303030304,0.47636818181818197,0.660590909090909
electronic,19.803030303030305,-6.421590909090909,125.49103030303033,284719.92424242425,0.7795454545454547,5.46969696969697,0.3549853559090909,0.08284090909090912,0.42370757575757584,0.6411969696969696
emo,34.42857142857143,-5.110384615384616,135.079989010989,231382.16483516485,0.8126373626373626,5.318681318681318,0.019636512197802197,0.0740307692307692,0.4181153846153846,0.4387472527472528
folk,14.35632183908046,-9.748413793103447,119.00418390804595,236010.2528735632,0.4804942528735632,5.252873563218391,0.08543054333333334,0.04494137931034482,0.43748965517241384,0.5451149425287354
