Genre,Popularity,Loudness,Tempo,Duration_ms,Energy,Key,Instrumentalness,Speechiness,Valence,Danceability
electro,31.91891891891892,-5.7405,123.00337837837837,259121.1891891892,0.7724999999999999,5.405405405405405,0.32738857391891896,0.09607702702702699,0.4706418918918917,0.6856756756756757
electronic,19.63768115942029,-6.64882608695652,127.13357971014493,281004.40579710144,0.7309420289855072,5.739130434782608,0.34657943971014504,0.07146376811594202,0.43958695652173907,0.6431159420289855
emo,38.26315789473684,-4.946305263157897,145.2332,226838.4,0.8415157894736847,5.0,0.01373427,0.0789905263157895,0.45263157894736833,0.4456105263157893
folk,18.58888888888889,-9.4139,115.67370000000003,244665.06666666668,0.47368777777777804,5.433333333333334,0.07634679577777777,0.03643222222222222,0.4085822222222223,0.4941111111111113
forro,5.79,-7.52735,121.38376000000004,221419.91,0.7230200000000002,4.67,0.04959242749999999,0.05262700000000002,0.8034499999999999,0.6313700000000003
french,13.551020408163266,-9.908591836734692,121.19870408163263,210348.27551020408,0.48079795918367385,5.530612244897959,0.06563416877551022,0.0759642857142857,0.5417346938775509,0.5573469387755102
garage,17.84536082474227,-7.711824742268045,135.99127835051547,244686.0824742268,0.7506432989690721,5.082474226804123,0.16446538319587625,0.12378556701030931,0.6650886597938144,0.653441237113402
german,27.043010752688172,-6.354290322580648,119.99887096774198,231724.40860215054,0.7243333333333332,4.881720430107527,0.007933316559139786,0.0855698924731183,0.5861516129032258,0.6568172043010754
gospel,27.93,-6.81506,114.70161,338863.96,0.6335100000000002,5.02,0.00028874699999999995,0.07734600000000003,0.37721,0.48405000000000015
goth,15.8659793814433,-7.571597938144331,128.9995463917526,301334.58762886596,0.7588247422680418,5.969072164948454,0.20013259092783506,0.052305154639175254,0.37818865979381444,0.443938144329897
grindcore,15.26,-6.70577,115.84155999999997,110914.25,0.9548099999999997,4.83,0.5880023539,0.13976400000000003,0.13705299999999998,0.26402999999999993
groove,20.632653061224488,-8.967030612244898,117.37416326530612,242344.4387755102,0.6382755102040817,5.23469387755102,0.02574688408163266,0.057746938775510195,0.7143214285714286,0.6770000000000002
grunge,31.393617021276597,-8.220319148936174,126.99334042553195,264040.9574468085,0.7391063829787232,5.159574468085107,0.11596009478723407,0.051451063829787216,0.43394042553191486,0.41931914893617034
guitar,35.4025974025974,-7.742675324675323,128.4165454545454,279715.8181818182,0.7690519480519481,4.935064935064935,0.12383813428571425,0.06837532467532467,0.5675272727272724,0.460155844155844
happy,36.88135593220339,-5.844576271186441,122.17618644067794,219188.37288135593,0.7384237288135593,5.254237288135593,0.005337340508474578,0.07917457627118646,0.6262033898305085,0.6478644067796611
hard-rock,23.494949494949495,-7.187676767676769,126.85504040404045,270884.4747474748,0.7795757575757576,5.222222222222222,0.05075185242424244,0.062093939393939396,0.48221212121212126,0.46168686868686865
hardcore,16.48,-8.33113,125.71509,145788.38,0.8618100000000001,5.34,0.09913466419999999,0.092333,0.4454990000000001,0.3731300000000001
hardstyle,16.07,-5.226830000000002,146.42229,282023.36,0.8934600000000001,5.48,0.19411520850000002,0.084241,0.30733999999999995,0.5622199999999998
heavy-metal,24.53684210526316,-5.367494736842107,131.56285263157895,278413.8,0.9170526315789468,6.031578947368421,0.12361232094736846,0.0904136842105263,0.3053621052631577,0.39026315789473665
hip-hop,59.05,-6.62405,118.79002999999999,232761.3,0.6268700000000004,5.31,0.0033207603000000004,0.207791,0.488116,0.7585399999999999
holidays,2.47,-14.021629999999991,111.42613000000001,186901.93,0.24253600000000014,5.09,0.09693647030000002,0.04543600000000003,0.401444,0.4282999999999998
honky-tonk,32.041666666666664,-7.163572916666667,128.40976041666667,209259.69791666666,0.6540104166666665,4.895833333333333,0.009537803645833334,0.04002812499999998,0.6180104166666668,0.5970729166666667
house,16.216666666666665,-5.292283333333335,127.86706666666666,295642.13333333336,0.7995333333333332,5.65,0.2800649898333333,0.09378,0.34461500000000006,0.6204166666666666
idm,20.47872340425532,-10.144553191489363,126.15932978723409,291402.4574468085,0.7194425531914894,4.925531914893617,0.7005929930851064,0.11221276595744677,0.3338117021276596,0.5618510638297873
indian,23.5,-7.961210000000001,121.29232999999995,314682.73,0.65452,5.27,0.02528751820000001,0.069315,0.5816860000000001,0.6263000000000001
indie,43.58510638297872,-7.353531914893619,121.16478723404254,240648.94680851063,0.6535851063829787,5.329787234042553,0.15632734691489364,0.05654255319148937,0.4856744680851063,0.5739787234042555
indie-pop,40.917647058823526,-5.8812,126.95385882352939,229075.57647058825,0.7440823529411765,5.035294117647059,0.09488448752941174,0.05265529411764706,0.5297458823529413,0.5375058823529411
industrial,17.53061224489796,-8.573377551020407,126.67363265306128,289972.9387755102,0.8023061224489795,5.448979591836735,0.2793814238775509,0.052735714285714295,0.4775693877551019,0.5773979591836733
iranian,21.434343434343436,-8.758131313131313,126.05346464646466,266396.5252525252,0.5803131313131312,5.656565656565657,0.001790062323232323,0.07742121212121211,0.5932808080808082,0.5694646464646467
j-dance,9.78,-5.310100000000001,125.52575999999998,288216.92,0.8454699999999999,6.19,0.23487684779999998,0.06327800000000003,0.5830570000000003,0.6489099999999997
j-idol,10.07,-3.1880100000000016,144.00104000000002,253339.95,0.9118299999999997,4.55,0.0347551532,0.08499499999999999,0.6185799999999999,0.54845
j-pop,18.305263157894736,-4.997326315789474,121.74289473684206,270161.27368421055,0.7362421052631579,4.778947368421052,0.021178706947368415,0.05274842105263156,0.559642105263158,0.6048842105263158
j-rock,17.214285714285715,-4.306173469387753,133.07072448979585,249403.02040816325,0.8512142857142853,5.438775510204081,0.07569290418367347,0.07348469387755104,0.5431642857142855,0.4945714285714284
jazz,27.98,-14.288950000000002,113.51042000000001,293820.31,0.3022790000000001,4.66,0.35480098979999986,0.048052000000000004,0.44548499999999996,0.5052760000000002
k-pop,5.242424242424242,-6.542696969696968,118.91177777777781,217345.62626262626,0.6564252525252527,5.03030303030303,0.09047221616161616,0.08391414141414144,0.5162181818181818,0.6208181818181818
kids,11.78,-9.534909999999998,124.3303200000001,180691.42,0.4990189999999999,4.04,0.04514179400000001,0.088842,0.6865600000000001,0.6684200000000002
latin,50.73,-6.322110000000001,123.56904,225775.37,0.6629700000000001,5.26,0.0022796549000000006,0.07542000000000003,0.6661499999999998,0.6748600000000002
latino,36.51020408163265,-5.531836734693877,127.101693877551,234757.47959183675,0.7301734693877553,5.755102040816326,0.004676434285714286,0.06933163265306125,0.6706734693877551,0.6479183673469385
malay,15.89,-7.617760000000003,118.54429000000003,262268.34,0.5329799999999999,4.75,0.023152809100000008,0.03534799999999999,0.40899900000000017,0.50087
mandopop,16.41,-8.37593,129.89307,255373.05,0.5137099999999998,5.28,0.0114100742,0.038248999999999984,0.37445299999999987,0.54297
metal,19.574074074074073,-5.133129629629628,128.26453703703706,267666.3888888889,0.9070185185185187,5.648148148148148,0.07561758592592593,0.09884629629629632,0.3008629629629629,0.4211481481481484
metalcore,31.148936170212767,-3.7646595744680837,135.45536170212762,229493.94680851063,0.9492872340425532,4.861702127659575,0.046414811595744676,0.12510957446808513,0.2317340425531915,0.36463829787234053
minimal-techno,6.791666666666667,-10.404750000000005,125.22645833333331,422813.1041666667,0.6087708333333332,5.958333333333333,0.8138866666666665,0.08153645833333333,0.37286874999999986,0.786739583333333
movies,36.30120481927711,-14.187506024096386,114.29730120481929,226592.2891566265,0.41010963855421695,4.746987951807229,0.4452432590361444,0.06366867469879517,0.2899807228915663,0.37688795180722895
mpb,15.60204081632653,-10.402295918367344,117.09786734693873,221970.6530612245,0.4803836734693879,5.091836734693878,0.03005902877551021,0.05355204081632652,0.5502367346938777,0.5952142857142856
new-age,21.766666666666666,-14.766877777777776,112.23575555555558,290011.0777777778,0.33552111111111116,4.722222222222222,0.5654013493333332,0.03644666666666666,0.18541111111111114,0.35218666666666676
opera,12.606060606060606,-16.611929292929293,102.39045454545453,235052.70707070708,0.21645555555555557,5.1313131313131315,0.07892446696969697,0.05480808080808081,0.18747676767676777,0.30096464646464627
pagode,13.44,-7.853770000000001,125.81767000000002,215853.35,0.7083800000000002,5.56,2.6191499999999998e-05,0.06957800000000004,0.7144599999999999,0.6084299999999999
party,35.056338028169016,-5.239802816901407,123.78711267605627,244404.42253521126,0.7250845070422534,4.394366197183099,0.013101380000000003,0.16177042253521137,0.5131225352112677,0.7063521126760562
philippines-opm,10.42,-8.716640000000003,120.11132000000002,254478.67,0.4753100000000001,4.89,0.0175242174,0.040426000000000004,0.33306500000000006,0.49039999999999984
piano,26.795454545454547,-21.341875,115.62743181818183,249966.64772727274,0.14880443181818184,4.715909090909091,0.7932599318181819,0.04663522727272729,0.17512500000000003,0.3581806818181818
pop,60.93617021276596,-6.262010638297875,116.57309574468086,219715.98936170212,0.6102127659574468,4.51063829787234,0.005051167340425531,0.09977340425531908,0.4492191489361703,0.6607021276595744
post-dubstep,9.63265306122449,-10.190438775510206,131.6359897959184,267948.10204081633,0.5890658163265308,5.591836734693878,0.516408183877551,0.13926734693877554,0.33244285714285704,0.5677959183673468
power-pop,13.802083333333334,-6.90227083333333,129.8021041666667,215487.30208333334,0.7743020833333332,5.229166666666667,0.026400516250000006,0.04400625,0.5968218750000002,0.5009999999999999
progressive-house,5.69620253164557,-5.444784810126583,127.84658227848095,342445.82278481015,0.839367088607595,5.341772151898734,0.486289811392405,0.07817341772151902,0.30064683544303805,0.6607088607594939
psych-rock,17.53191489361702,-7.235808510638299,118.48258510638297,271647.58510638296,0.7343723404255317,5.351063829787234,0.24234393946808522,0.0537936170212766,0.47361382978723404,0.4204904255319149
punk,25.804123711340207,-5.155917525773197,136.7649278350515,187748.45360824742,0.8925773195876285,5.11340206185567,0.08671690422680414,0.07861752577319588,0.5093587628865981,0.43393092783505166
punk-rock,21.523076923076925,-5.001553846153846,143.28130769230768,198606.92307692306,0.8851692307692307,5.3076923076923075,0.006580925692307693,0.07486153846153844,0.630230769230769,0.4532769230769231
r-n-b,50.83673469387755,-7.5529897959183625,115.70634693877548,240894.29591836734,0.5308061224489798,6.061224489795919,0.0033915053061224494,0.11968163265306125,0.445683673469388,0.6387755102040816
rainy-day,38.80357142857143,-9.408178571428568,114.47591071428569,254999.92857142858,0.4679964285714287,5.160714285714286,0.08122758446428571,0.044839285714285707,0.3338803571428572,0.5458750000000002
reggae,22.908163265306122,-6.952387755102039,109.50770408163268,238638.693877551,0.6354489795918364,5.36734693877551,0.0057715635714285715,0.18769387755102032,0.730918367346939,0.7237142857142856
reggaeton,28.721649484536083,-5.575680412371132,120.80959793814428,236743.19587628866,0.7981649484536082,5.329896907216495,0.0017741686597938153,0.10950206185567012,0.7329484536082476,0.7447113402061857
road-trip,36.58536585365854,-7.57887804878049,120.33497560975609,236146.29268292684,0.7030975609756096,5.780487804878049,0.02745902170731708,0.05883170731707318,0.5756097560975609,0.5937073170731709
rock,56.47872340425532,-6.064138297872342,124.45993617021276,240632.8510638298,0.7820851063829788,5.712765957446808,0.029146058297872333,0.06959042553191488,0.5181000000000001,0.5050425531914893
rock-n-roll,25.049180327868854,-7.500213114754097,128.82514754098366,220736.60655737706,0.731950819672131,5.295081967213115,0.017780876065573773,0.05517704918032785,0.6260983606557378,0.517672131147541
rockabilly,18.123595505617978,-7.127348314606741,126.83401123595505,166453.22471910113,0.7975393258426963,5.50561797752809,0.027100844606741573,0.06529775280898877,0.8042359550561796,0.5837977528089889
romance,40.15384615384615,-7.4457435897435875,118.26987179487179,238607.84615384616,0.5733333333333333,3.8461538461538463,0.008410985384615384,0.05077948717948718,0.46786923076923076,0.6060256410256409
sad,38.258620689655174,-8.448224137931033,127.39422413793106,245115.6724137931,0.46793103448275875,4.172413793103448,0.06730337310344826,0.04474827586206897,0.28527413793103445,0.49375862068965526
salsa,28.20212765957447,-6.336191489361701,119.67990425531919,286327.5106382979,0.7419574468085108,5.4361702127659575,0.019834532978723403,0.04731170212765957,0.8324574468085105,0.6641595744680852
samba,8.061224489795919,-9.881000000000002,112.62513265306123,219439.24489795917,0.6323612244897959,5.530612244897959,0.04910771724489796,0.1146520408163265,0.7190928571428573,0.6356530612244896
sertanejo,13.313131313131313,-5.2949090909090915,125.31537373737373,198603.62626262626,0.7791212121212121,5.212121212121212,0.0002187240404040404,0.055536363636363634,0.6664747474747474,0.6217777777777778
show-tunes,30.78494623655914,-11.4494623655914,110.46456989247314,204390.5698924731,0.37994225806451615,5.204301075268817,0.003344269032258064,0.09570752688172042,0.3822989247311829,0.4672795698924732
singer-songwriter,39.8125,-10.182562499999996,117.53499999999998,237093.125,0.4536701562500001,4.953125,0.03695496234374999,0.040218750000000004,0.40782187499999994,0.5502031249999999
ska,13.707070707070708,-6.030131313131311,129.06580808080804,201748.70707070708,0.8020808080808077,4.7272727272727275,0.059140186060606066,0.07293131313131317,0.7952222222222223,0.5867373737373738
sleep,32.94285714285714,-12.125371428571432,107.96782857142854,263350.0571428572,0.39964257142857135,4.542857142857143,0.19710552285714286,0.05936000000000001,0.29366571428571425,0.46187714285714276
songwriter,26.322916666666668,-10.990000000000004,119.13153125000001,248389.34375,0.4772625000000002,4.916666666666667,0.04263411166666667,0.03953645833333333,0.5346562499999998,0.5488645833333331
soul,25.20689655172414,-8.421494252873563,114.89196551724135,222028.6091954023,0.6122758620689656,5.505747126436781,0.01424483885057471,0.07582413793103446,0.6885747126436779,0.6400344827586206
soundtracks,38.3421052631579,-15.959447368421047,103.12982894736844,214053.92105263157,0.3130065789473685,4.2631578947368425,0.6468714975000001,0.04535921052631579,0.13297631578947375,0.2835421052631579
spanish,36.39772727272727,-5.8871363636363645,125.13240909090914,224851.875,0.7219886363636364,6.3522727272727275,0.015946746022727273,0.05726022727272724,0.7179568181818183,0.6639545454545454
study,40.74193548387097,-12.310677419354835,112.05906451612904,248767.96774193548,0.44226129032258066,5.741935483870968,0.37530343419354834,0.05059032258064515,0.3239774193548386,0.43402258064516125
summer,36.54838709677419,-4.795774193548387,119.14148387096775,225467.8064516129,0.7848064516129031,4.67741935483871,0.02925306322580645,0.07742580645161289,0.5949774193548386,0.6836129032258066
swedish,31.87878787878788,-7.290343434343435,122.60492929292927,231304.61616161617,0.6818585858585857,5.575757575757576,0.010670564242424244,0.07627575757575757,0.6033838383838385,0.589242424242424
synth-pop,43.7,-6.760419999999997,121.6489,229104.1,0.67426,4.8,0.0289008134,0.056976,0.4904819999999999,0.6073
tango,9.44,-9.382569999999996,118.32020000000003,198020.28,0.45114999999999994,4.99,0.2826653788,0.073579,0.6133549999999999,0.6345299999999999
techno,26.589285714285715,-6.941625,131.88253571428567,331123.5714285714,0.7937357142857142,6.660714285714286,0.3320232148214285,0.09254464285714285,0.4087767857142856,0.6286964285714286
trance,15.885057471264368,-7.686701149425289,133.38079310344838,383839.7931034483,0.800597701149425,5.574712643678161,0.4860876511494252,0.052278160919540205,0.3156770114942528,0.6158505747126435
trip-hop,20.3,-9.553611111111111,120.85154444444446,277787.52222222224,0.6002688888888889,5.555555555555555,0.3356903568888888,0.06344000000000002,0.4048299999999999,0.5838888888888889
turkish,26.93243243243243,-6.771216216216217,119.36983783783782,248682.82432432432,0.699675675675676,5.391891891891892,0.0016863658108108109,0.06120675675675677,0.5842162162162161,0.636243243243243
work-out,37.55555555555556,-4.645555555555556,130.50433333333334,221917.88888888888,0.8518148148148148,4.518518518518518,0.003116501851851852,0.09374444444444444,0.592037037037037,0.6282222222222222
world-music,10.0,-12.575158536585366,117.63821951219515,270259.73170731706,0.44692195121951217,5.439024390243903,0.24197919426829256,0.06189999999999999,0.5280536585365854,0.6007646341463414
