Genre,Track Name,Track ID,Popularity,Loudness,Tempo,Duration_ms,Energy,Key,Instrumentalness,Speechiness,Valence,Danceability
club,One Day (Vandaag) - Radio Edit,0GSU6yLOJqO10ziQuBLWOE,64,-6.043,127.992,219333,0.594,5,0.0802,0.0307,0.57,0.656
club,What Is Love,0lqNstW27BvhHXn6sqyQhX,1,-7.962,123.868,269456,0.77,7,0.00783,0.0312,0.741,0.688
club,Titanium (feat. Sia),77TT8Xvx637TpzV8kKGkUw,64,-3.674,126.062,245040,0.787,0,0.15,0.103,0.301,0.604
club,Show Me Love,4t0UsYzmmmZRMTWn77jiGF,68,-4.259,120.258,252107,0.833,5,2.06e-05,0.153,0.567,0.811
club,Delirious (Boneless) (feat. Kid Ink),2uGJC6Z7vQPkAmk0TVrOhS,31,-4.441,127.948,223880,0.908,1,0.0,0.0563,0.917,0.698
club,Inspector Norse,5pXUfSLHQvhlizSKQiqfeG,0,-7.017,119.994,400797,0.773,7,0.71,0.0426,0.882,0.912
club,Promises,4A7qcJp2Sg867JST1pSPJz,51,-4.372,143.935,257360,0.952,9,0.00639,0.0616,0.293,0.489
club,Baby I'm Yours,2yE41eWq0lz0HIEbDPZngE,0,-3.735,118.063,219800,0.807,2,1.04e-05,0.0728,0.819,0.806
club,Bangarang (feat. Sirah),6VRhkROS2SZHGlp0pxndbJ,71,-2.302,110.026,215253,0.972,7,3.22e-05,0.196,0.576,0.716
club,Not In Love - Radio Version,46Xnj8vZFwOZCE4aZNXlTf,60,-4.204,135.902,226987,0.98,7,0.00963,0.0887,0.199,0.477
club,Ecstasy,0wYVNC09iLBVIqHB07Hckt,53,-6.834,130.009,261093,0.878,8,0.591,0.0346,0.907,0.658
club,Changed The Way You Kiss Me,2bf2YIN0GBbYqR6A9SaSXQ,0,-3.778,126.97,193107,0.842,4,0.000818,0.0413,0.284,0.576
club,Greyhound,0VffaI2jwQknRrxpECYHsF,65,-4.989,124.976,410097,0.806,0,0.876,0.0521,0.539,0.723
club,Slow Acid,3AdrTMuTUgK4ygcBD6u938,0,-4.31,104.049,219693,0.949,5,0.833,0.045,0.0926,0.653
club,Flicker,6BivCuyKJtgLa9ooFsvUoZ,54,-3.756,92.018,279000,0.713,10,0.000411,0.0976,0.547,0.589
club,Breathe,5oPUBUzrAnwvlmMzl1VW7Y,66,-6.117,130.036,334800,0.822,9,0.871,0.0498,0.32,0.679
club,Lovers on the Sun (feat. Sam Martin),16SsiQFVS2ZyxqqF5OB7m8,31,-2.505,124.915,203520,0.891,6,3.88e-06,0.0387,0.568,0.645
club,Shooting Stars,0UeYCHOETPfai02uskjJ3x,73,-6.195,124.944,235813,0.72,11,0.0178,0.0432,0.425,0.636
club,I Can't Stop,5WSL7UTa38jMWoBzObD4BD,55,-13.399,139.972,305786,0.601,0,0.601,0.0335,0.314,0.524
club,Old 45's,3tynLfCMPGbkMKLm9p960T,46,-6.786,95.984,227907,0.654,8,0.00194,0.193,0.597,0.817
club,Clarity,5JEyMbmqdPeD7FlyLv3fGp,41,-3.48,128.0,271427,0.781,8,0.0,0.072,0.176,0.509
club,Nightcall,0U0ldCRmgCqhVvD6ksG63j,69,-5.183,91.038,258413,0.874,9,0.012,0.0482,0.361,0.532
club,produk 29 [101],4ZShsMZrAhAvemrjx1wxuv,39,-8.358,101.005,303920,0.564,1,0.796,0.0657,0.313,0.815
club,Runaway (U & I),4qABfS1RaGVXdBhj2BQyhO,57,-4.119,126.008,227074,0.805,1,0.00193,0.0469,0.383,0.506
club,"Bubble Butt (feat. Bruno Mars, Tyga & Mystic)",2fSiZWV4xHCHK7xlnPi6tj,34,-10.011,194.132,207843,0.603,7,0.0122,0.284,0.369,0.796
club,Complètement fou,77sVUchtzjpetfDZC9L59d,13,-5.516,126.052,230467,0.506,0,0.000503,0.0966,0.512,0.823
comedy,Visiting Scotland,13C9d8slrZ2TwxwgoGPEVy,31,-16.734,109.431,73960,0.651,6,0.0,0.916,0.0395,0.523
comedy,Stonehenge,64fByBHUaok0n9Si9AzFTo,26,-24.126,169.999,358067,0.327,0,0.0,0.948,0.277,0.525
comedy,The Salt and Pepper Diner,1OWYw9x5rS9YeqFHigsJp1,45,-5.225,80.286,374773,0.867,4,0.0,0.92,0.448,0.48
comedy,My Biggest Fear,0x3OZdDNtycGZecouTLdbk,40,-5.732,105.936,200787,0.963,0,0.0,0.887,0.166,0.624
comedy,Being Single Again,2Ter3hehVbjh8Yp2rVJcsg,41,-4.986,79.643,426560,0.973,3,0.0,0.934,0.205,0.464
comedy,Babies,0gHMDmA31v4McUygM6TyNz,37,-3.75,124.068,230928,0.976,2,0.0,0.797,0.272,0.569
comedy,Open Relationships and Tigers,4SLTqMoznzDDQst9bOs24n,35,-5.741,114.682,207640,0.749,5,0.0,0.74,0.609,0.578
comedy,Boxin',7jjv4PM2Pv8xxdgkr5PNWQ,34,-15.49,129.42,393040,0.6,10,0.0,0.928,0.452,0.625
comedy,Crappy Jobs & Bingo,6G1rjrxzPXBy9xHNksAX5b,36,-14.989,118.366,125893,0.422,5,0.0,0.921,0.605,0.617
comedy,Pugs n' Nuts,64dcOKc0z7PVeH1jDtCGz5,23,-18.292,77.025,119000,0.398,5,0.0,0.946,0.626,0.607
comedy,The Parking Ticket,6yjoLviIwT6onwNdzCQrm7,42,-4.52,115.911,220987,0.944,9,0.0,0.891,0.354,0.653
comedy,Crying in Public,6nklwMjI8caZ5R0lyYetAA,0,-12.399,56.485,92627,0.456,9,0.0,0.922,0.548,0.787
comedy,"Dad Can't, Probably",5qmZgO7GX9DeUyFtV1RoGj,38,-7.898,79.458,216827,0.742,10,0.0,0.893,0.668,0.574
comedy,Ireland,2HUB7JmfwLxwrZQgJhik1e,28,-15.357,121.523,242320,0.534,11,0.0,0.866,0.669,0.609
comedy,"Austin Powers Saying Yeah, Baby!",2GVbhbv8C6qASzGBrCSFX0,0,-10.845,63.349,670440,0.549,7,0.0,0.958,0.492,0.604
comedy,"I Didn't Come From a Monkey, I Came From Jesus/Evolution",2z9G4b9QjlwlCx2Pkwl6Lc,43,-3.429,96.588,104773,0.929,1,0.0,0.868,0.495,0.707
comedy,Popular Phrases,0azE3RmtC1P3Y6fRKJIDwY,30,-11.712,125.437,62840,0.716,5,8.04e-05,0.919,0.44,0.554
comedy,The Hierarchy Of Cookies,0ccVVZqPGcLThFL0NvfC0l,0,-5.839,71.135,802040,0.878,5,0.0,0.933,0.493,0.447
comedy,Hooked On Phonix,3o6DZhZlx6v7OA6ecImt9P,43,-15.884,178.007,94307,0.543,6,1.3e-06,0.938,0.356,0.445
comedy,That's What I Do (skit),7Mf1UkBKNgMaKOQ62Hp7ps,30,-12.359,78.715,311840,0.734,7,0.0,0.942,0.373,0.453
comedy,Open Water,0YCpg6u2eo2FmIsqYmLTNl,29,-14.823,69.822,362307,0.663,6,0.0,0.962,0.248,0.499
comedy,My Back Hurts,3vsE0VcnV8AKY9boRGe6sW,0,-6.37,128.273,186469,0.948,9,4.19e-06,0.89,0.285,0.507
comedy,Oprah's Favorite Things,2eWzptOJ0zvN3pokKXvV6g,23,-11.078,90.222,379533,0.654,2,0.0,0.961,0.418,0.622
comedy,Generic Food - GH Version,1CKGB4kFQNGP2T2HXrZmov,37,-13.635,74.422,134680,0.868,5,2.06e-06,0.941,0.143,0.5
comedy,Over 40 and Dating,7ERMoOq9btOum3LwAbnB88,36,-8.767,115.075,140107,0.825,5,0.0,0.91,0.347,0.495
comedy,American Culture,7aYCppYlgVzZMVXOZsJSSz,26,-13.297,139.068,135867,0.463,5,0.0,0.956,0.55,0.672
comedy,Weddings,6W4V7BiQv7hcVFQxDPVi78,46,-5.2,104.747,391456,0.981,1,0.0,0.896,0.234,0.487
comedy,Tom Brady,4Bi2jtOAYPvjMnHVieDMCw,22,-7.28,108.755,234173,0.964,1,0.0,0.894,0.146,0.526
comedy,TWO,3ESxGLMBnrktn7ean4jEn0,42,-5.573,88.422,356173,0.981,5,0.0,0.947,0.173,0.489
comedy,Valentine's Day,1sMlXguBgXKArge6SoW9pE,39,-8.053,170.015,294453,0.812,11,0.0,0.91,0.0401,0.485
comedy,The Donkey On Full House,6ba3H83IYgwYVnT3VZUxUM,0,-4.767,86.835,192947,0.945,1,0.0,0.708,0.575,0.596
comedy,It's A Prison Workout,0pPl5WmrslipwJJqlfJ1jC,0,-5.21,69.167,249173,0.935,10,0.0,0.948,0.296,0.695
comedy,A Present for Mr. Phyllis,1EY6BhM80c2PsobqxKY5JW,18,-11.329,63.716,272107,0.487,1,0.0,0.93,0.784,0.608
comedy,Seafood,7cqnSmE1JrGbYAVguueftR,40,-4.218,109.817,338228,0.985,1,0.0,0.875,0.208,0.503
comedy,Door Deal,7MmNNMNYKNjpCVAfYYjfNf,37,-12.283,90.722,148520,0.94,0,7e-06,0.95,0.101,0.396
comedy,"Drugs, Alcoholism, And More Drugs - Explicit Audio",2pFgpKkRGImFcwgLf87hg5,34,-7.854,78.033,646280,0.947,7,0.0,0.941,0.188,0.605
comedy,THREE,5jPV3O9mmO8eLbURAfAbGT,41,-5.928,112.364,369227,0.945,1,0.0,0.91,0.346,0.593
comedy,Dumb Thoughts,42mW8YfRXATwhNDBBv0UqH,40,-5.769,69.839,502320,0.958,1,0.0,0.95,0.199,0.433
comedy,Girl's Night,0jtIlxqj0dGEmzFgYZZtLF,0,-6.013,108.086,328587,0.918,8,0.0,0.928,0.345,0.665
comedy,The Ketchup Story,6bNFUbqg3cJRgIBsypY29x,37,-6.17,52.884,341280,0.837,11,0.0,0.899,0.595,0.519
comedy,Pissed Off,1cG9lukF0NNXTmcYJLmTS7,41,-3.39,84.975,109000,0.96,7,0.0,0.879,0.594,0.573
comedy,Technology - Explicit Audio,5TSnV3EXwuKi3owhSq9WY0,38,-7.49,112.747,480387,0.949,6,0.0,0.934,0.163,0.624
comedy,Grindr,6jsxdPGKj6oO7FOpYxoCDE,21,-13.136,63.892,468767,0.665,4,0.0,0.949,0.367,0.475
comedy,Environmentalists,5B0zFyFgDCIcO74lB3AYFI,0,-5.596,72.867,394800,0.885,9,0.0,0.906,0.277,0.505
comedy,Donuts,14rnuwhsCcNt2CGt5dilkh,45,-4.946,127.095,164080,0.989,11,0.0,0.844,0.191,0.502
comedy,I Miss Michael Jackson,7eUuLYPGNpjsruK27p7smy,22,-6.904,74.573,233240,0.707,2,0.0,0.958,0.416,0.56
comedy,Walking With Dinosaurs,4IoAZAJV3QcUSGsDQOgjv2,38,-7.381,87.455,81867,0.601,7,0.0,0.949,0.749,0.723
comedy,Women's Movement,4x60VisgAyn19mRvBUPQBg,31,-6.609,96.393,171853,0.823,1,0.0,0.931,0.474,0.536
comedy,Community College,21gmMGuONBkTigWGguEIg7,0,-9.05,129.727,264980,0.712,6,0.0,0.796,0.741,0.534
comedy,Dogs Are Racist?,5qHfwGoSzubgtZZidBnZi0,33,-6.543,88.324,633440,0.893,1,0.0,0.947,0.28,0.525
comedy,Phone Call From A Cranky Terrorist,2eGuEXRmjJwj4vmOGv8qWt,0,-9.632,80.186,301333,0.611,6,0.0,0.945,0.574,0.604
comedy,Olympics - GH Version,4YdjR48FooqVt2NHaJJsUx,37,-12.188,134.459,148200,0.803,5,0.0,0.946,0.378,0.587
comedy,Hot Girls In Bars And Their Dude Counterparts,3ZsBVcedifm2toPTeBp4sW,40,-5.734,85.937,282773,0.973,1,0.0,0.935,0.122,0.471
comedy,A Question Of The Heart,2WCNV7XBKv5P58Y7tprWF0,38,-8.634,140.266,159093,0.848,1,0.0,0.922,0.385,0.503
comedy,"Episode 1 ""First To Welcome""",3GirM1FjOy4NEgcu0hV8sM,33,-5.91,84.261,466354,0.841,1,0.0,0.945,0.474,0.448
comedy,Brooklyn,16svQmHL0I0F3LcE8EDPg9,28,-15.864,81.136,185572,0.474,6,0.0,0.938,0.39,0.619
comedy,King of the Night Time World,3QI9MKWG4APu2FyMoLerqo,40,-4.581,122.25,332283,0.944,6,0.0,0.903,0.24,0.544
comedy,Funny Lumberjack,1P0Wo4XX7QW9TZ2CSACXhy,0,-6.288,120.948,300161,0.773,9,0.0,0.926,0.738,0.615
comedy,My Name,7pAmUliMHut9tBzTmUoOyK,28,-11.517,58.815,150787,0.904,5,3.37e-06,0.932,0.05,0.421
comedy,Travel,4oDzrg91OGXYHJvoB2NjmG,27,-12.704,71.556,115973,0.71,3,0.0,0.961,0.387,0.481
comedy,The Excited Southerner at a Job Interview,2WCe7XutBRavur2DJXV7TK,27,-14.52,80.991,70800,0.389,10,0.0,0.944,0.847,0.678
comedy,Googlephonics,18yHxT4ZwGg6401pwwzAhJ,28,-15.596,115.111,186227,0.726,10,0.0,0.884,0.138,0.554
comedy,Woman Who Doesn't Sleep with Men,3Pz27DBpBnAB42wsxH3dEB,0,-9.896,70.723,223510,0.535,8,0.0,0.942,0.289,0.447
comedy,Hot Travel Tips,1ICf1jSEy2OaQEXFj1H5Lt,40,-12.317,123.973,138693,0.882,10,0.0,0.913,0.321,0.524
comedy,T.V. And Its Side Effects,2jDKaPvf0I2hCENkw3AkQg,39,-15.784,55.663,589080,0.533,0,0.0,0.949,0.204,0.486
comedy,Drive,75TZt74YXA1KOqgGAr4cSs,41,-8.676,82.155,333264,0.631,10,0.0,0.905,0.583,0.586
comedy,Technology,2cv00jzOvrS8zXcXzGEGQu,21,-13.746,81.905,133800,0.657,2,1.48e-06,0.938,0.115,0.575
comedy,That's Embarrassing / Home Depot,2fsb2lU00tl5QtV3rLr08w,37,-9.349,110.961,338213,0.703,1,0.0,0.946,0.201,0.625
comedy,Booze is Magic,5deJ93GGaHYD1IjdG0T8Pz,43,-9.271,133.485,140587,0.882,4,0.0,0.936,0.108,0.508
comedy,Reasons to Call in Sick,2EmgnwXRNMLqvZKYYq63Wj,3,-11.514,71.538,76560,0.949,6,0.0,0.946,0.184,0.555
comedy,Comedy is a weird job - Live,0mRS7tovbCKPWuqUsmsWXx,41,-5.157,137.306,167688,0.849,2,0.0,0.939,0.362,0.692
comedy,Q&A: Advice for the Audience,40fjnZjSWkw5dBSjUvMZPb,40,-6.139,85.207,387107,0.954,1,0.0,0.942,0.195,0.483
comedy,Getting into Shape,6tqamymSGRTstpBH0td6Rp,39,-19.665,80.717,338880,0.847,9,0.0,0.931,0.0649,0.404
comedy,"Mushrooms, Vegan",0ujxLlWJz9DgTkIRRKzzGL,39,-7.802,84.975,253373,0.949,4,1.19e-05,0.925,0.155,0.472
comedy,5,5PiSY6VrudzjoDNlwBsDS3,42,-5.781,88.824,334680,0.96,1,0.0,0.93,0.236,0.561
comedy,Hobby,1Ha42wEWXr30qjRM4NSLxr,0,-14.371,173.466,150627,0.607,11,0.0,0.953,0.275,0.474
comedy,"Episode 5 ""Font Jokes""",17J6GPrcil0sYwManp7Ygy,32,-6.385,100.178,249847,0.726,11,0.0,0.864,0.626,0.508
comedy,American Wedding,6j0wDeTV0WKmmIXoLvjSs7,0,-13.952,97.699,165600,0.828,6,0.0,0.941,0.148,0.562
comedy,My Niece,6XGTmjk1bQgxGc3wjwPCvH,28,-8.675,105.659,712773,0.822,8,0.0,0.94,0.236,0.609
comedy,I'm Not a Sexy Person,5wKeeypbrhTJnFhP4SGhIM,0,-7.055,78.603,251520,0.855,11,0.0,0.923,0.482,0.53
comedy,Biting A Puppy,7tDjdObqXVf94VXvpLZ1Uo,40,-6.381,46.195,226880,0.8,6,0.0,0.929,0.738,0.474
comedy,Romance,75VJonM927sxlOyE8cR8Qe,41,-11.366,86.082,169627,0.848,1,8.46e-06,0.915,0.254,0.593
comedy,Cuddling,3jK0R1je00fp52SiKxEOKK,43,-11.288,139.966,235347,0.619,2,0.0,0.945,0.41,0.601
comedy,Swedes,4Z2uDO3EM6xHYvxslOddg6,33,-4.873,69.233,186693,0.951,8,0.0,0.96,0.352,0.386
comedy,My Sister,6VLU6P4EQOoHc1Ww4Ca7cf,37,-9.33,90.213,139360,0.681,5,0.0,0.941,0.715,0.572
comedy,Canis Ridiculum,36ArfC9UDgQwHwFMLUx8Eb,28,-9.666,79.754,235293,0.715,5,0.0,0.957,0.333,0.637
comedy,Meatloaf,23VLYIq2No1Poo1Wv6Vn0f,23,-11.586,102.41,130273,0.473,1,2.28e-06,0.944,0.62,0.687
comedy,Mothers Club,3W961WM6yLKSsypvPVKMW7,25,-11.017,68.491,279560,0.556,7,0.0,0.96,0.682,0.61
comedy,Moving to Canada,3aopWDJo3uEyfPh66LAh2G,0,-11.118,84.022,148096,0.62,6,0.0,0.934,0.691,0.639
comedy,This Woman I Met,497RhabXN14IDFq6BMzqED,40,-9.029,128.39,245840,0.995,6,0.0,0.878,0.0303,0.399
comedy,Cats On The Internet,1gjRrGTfkFpfGt4Ouit8ST,39,-5.761,78.269,489627,0.936,6,0.0,0.949,0.238,0.484
comedy,Trick Or Treating,4l9aesWVNmBYvkB3dEI1We,35,-7.155,116.019,222493,0.982,7,5.33e-06,0.882,0.0354,0.464
comedy,Love,0aVCsiq1y9TZ00q1XZd7Ry,34,-3.903,59.126,166720,0.953,10,0.0,0.915,0.132,0.505
comedy,Fuck From Memory,5lDyrxQSZk8THCQQdTrmmx,0,-15.924,80.335,154347,0.337,11,0.0,0.927,0.694,0.635
comedy,Movie Previews,4nvgOOsVAilfa3xgku5fSE,41,-17.088,78.405,220267,0.682,6,0.0,0.925,0.285,0.469
comedy,"Fires, Weed And The Weather - Explicit Audio",2ldwopQUfCiBeTG2kazF63,42,-8.764,134.107,324827,0.936,10,0.0,0.94,0.223,0.585
comedy,MTV Cribs,16XYKLDXQNjluqeuTLrOnm,0,-5.365,130.179,177520,0.958,11,0.0,0.619,0.645,0.529
comedy,Getting Older,5FWRSS8OQV0Jr30Gn53Tir,36,-9.507,145.788,72720,0.786,5,0.0,0.946,0.753,0.541
comedy,Stupid In School,0DBSA80o5OUsKMosiIL4Bg,45,-15.388,53.3,316560,0.518,6,0.0,0.921,0.278,0.512
comedy,Don't Tell Anyone,1H9MZ8GfRQOJmeWBkRD7sZ,44,-6.715,105.209,391853,0.832,3,0.0,0.924,0.56,0.52
country,American Kids,1dgWTMoHwTUnQhOQ8SR5fV,71,-7.37,170.097,182960,0.589,7,5.85e-06,0.1,0.867,0.733
country,Made In America,68iwafs32FXpAIDWqU8wdU,2,-6.08,172.107,193133,0.726,9,0.0,0.0303,0.356,0.497
country,Chevrolet DJ,5Fxizz8oqR40JA4kLh79Ot,42,-4.081,136.046,223507,0.717,7,0.0,0.0292,0.638,0.521
country,Guns & Roses,5UJWS1fXHh3zfmM2tjEnuX,35,-5.12,156.028,171600,0.882,11,0.0,0.0646,0.722,0.633
country,Party Crowd,57IEs29xqMQaAkjQ8iQuI0,56,-11.661,127.141,198440,0.655,7,0.0,0.0292,0.767,0.758
country,I've Been Meaning to Call,6UtB0ezZwMneQIfLJ1Yzc1,44,-8.146,125.949,230440,0.408,3,0.0,0.0306,0.434,0.703
country,In Case You Didn't Know,10M2Ex445zw585Ducldzkw,75,-7.306,147.986,224853,0.536,10,0.0,0.0305,0.434,0.607
country,Blue Clear Sky,59MIR30ATtW8kTaX3SCpq0,62,-6.646,124.062,174867,0.819,4,4.1e-05,0.0291,0.706,0.638
country,You Look Good,1dFLowBW25EaL2OC7eKEa2,60,-4.652,152.067,181000,0.917,0,0.000732,0.0495,0.961,0.656
country,Break Down Here,1xsGrsVJwG9zel8pefzVeo,50,-8.127,126.103,245493,0.485,1,0.0,0.0328,0.229,0.641
country,I'll Name the Dogs,609qKv3KPAbdtp0LQH2buA,67,-5.86,83.392,183640,0.87,4,4.4e-06,0.137,0.763,0.348
country,"One Boy, One Girl",3GgpNSCZrgp8O4al5gwdRu,47,-7.294,114.353,244000,0.483,0,0.0,0.0257,0.252,0.607
country,Some Girls,6VpH1OWblmhNa24BdLvb0d,0,-5.108,167.985,185453,0.83,8,0.0,0.0467,0.349,0.441
country,High School,00ON3uulEI6HZhDO9GtvJb,31,-7.338,147.763,235333,0.541,2,0.0,0.0438,0.256,0.472
country,Gin and Juice,7v7ytRZIWuZuNxXSGwxIhK,50,-6.818,120.357,383733,0.724,9,1.3e-06,0.0441,0.806,0.547
country,Shut Up Kenny,6tn2Atd1S4DVoQnls5x4SR,62,-8.097,73.999,180600,0.625,4,0.0,0.0527,0.504,0.657
country,Bleachers,1pa7g1J3vUYRrcg5GRTZdK,0,-5.113,99.012,172627,0.746,2,0.0,0.0621,0.629,0.682
country,Here In the Real World,5f7xuOs1CLKczft1RO5bmK,27,-12.603,86.888,217560,0.313,3,0.000157,0.0256,0.454,0.59
country,That's When You Know,2gvYqSUrl405FQRdsZUQLo,36,-7.257,147.881,207399,0.809,3,0.0,0.044,0.663,0.523
country,These Old Boots Have Roots,7Mk0btghasu3YPkm5qAyrQ,42,-3.921,130.06,210613,0.838,6,4.1e-06,0.0388,0.632,0.622
country,Flatliner,0WyFpxYlBCgH1gMXd26OOr,64,-3.295,114.995,177067,0.896,0,0.0,0.0388,0.578,0.555
country,Alright,5JlH51YDYsGj2dyEJKKjcN,67,-4.579,89.87,231920,0.806,7,0.0,0.0345,0.711,0.601
country,If the Boot Fits,1LZNdHSaGjV2S9q8BrZwnh,54,-5.743,162.069,170093,0.928,3,2.88e-06,0.0456,0.885,0.528
country,Amazed,6qc34bnVOyqGDPni8H5W0U,64,-8.498,139.803,240867,0.543,1,0.0,0.0324,0.243,0.561
country,Dirt Road Dollars,516tNdpLmwWM8RAq8wYayP,1,-4.436,174.345,278499,0.686,10,0.0,0.0606,0.444,0.594
country,Small Town Saturday Night,7uLQTOxQ3nwwoHuxwt2AHJ,61,-6.61,154.086,177987,0.697,8,0.0,0.0266,0.933,0.627
country,Queen Of My Double Wide Trailer,0tEygHq0JLIRwzxoWiHv9j,0,-9.551,144.18,211200,0.706,2,0.0,0.0317,0.755,0.614
country,There’s A Girl,7fCYf72AG7AdiEWv3wa0jV,35,-5.869,97.107,214360,0.793,7,0.0,0.0376,0.347,0.526
country,If My Name Was Whiskey,2EXCLMhZF0XqmdCsSMYwt3,47,-6.59,85.777,197827,0.455,7,0.0,0.0316,0.18,0.503
country,Slower,7M1PQZeyqslVtY5ZiYBGLo,1,-4.537,98.987,172534,0.75,11,3.05e-06,0.0965,0.911,0.687
country,Found You,4iLeL1aYGcQBsYcWIhXIUO,61,-5.333,164.144,191733,0.821,4,0.0,0.0404,0.438,0.46
country,Rockin' Chairs,7FP28A0mKv3BjqvDAxwc0P,44,-5.517,129.984,248920,0.837,11,7.65e-05,0.0405,0.416,0.561
country,Write This Down,1TanmIWbaUj5NVwJ3k4XPd,66,-7.468,123.867,219600,0.688,3,9.44e-06,0.0264,0.671,0.729
country,All Out,5zvRf0L8Fdb457kkcA8mtj,26,-6.293,99.969,175067,0.866,11,0.0201,0.0405,0.529,0.556
country,Redneck Woman,26bL4gSULWDgdIMX0pRFrG,60,-5.146,185.069,221333,0.825,6,0.0,0.177,0.753,0.499
country,Forty Hour Week (For a Livin'),5995mHLcqAJBX60f3iaCeq,33,-20.372,85.2,203000,0.255,4,0.0,0.0569,0.435,0.65
country,Yeah,43lL05gZ1DqG4YJ74rCPmM,60,-4.647,165.703,231027,0.845,11,1.34e-05,0.049,0.591,0.404
country,You'll Think Of Me - Single Version,2pk38j2oBdpFlNKXKQCxQS,29,-8.394,82.73,231267,0.535,2,0.0,0.0425,0.576,0.547
country,What Ever Happened,6K2DEAxxbtp7yAsvqYzgOn,34,-4.582,120.036,220011,0.873,7,3.65e-06,0.0511,0.525,0.648
country,Drive (For Daddy Gene),0dWba8w0jLgk8UFBlpxfGu,44,-8.066,125.179,242733,0.579,11,0.0,0.0413,0.511,0.713
country,Where It's At,4whYDpJ5XVQpmvecbEHP5Q,63,-5.75,158.05,204187,0.737,3,0.0,0.0476,0.817,0.557
country,Sunday Morning,72iAaOAsrBYa4U0VV7cHFd,53,-4.737,90.005,171067,0.716,0,0.0,0.0342,0.525,0.584
country,Elvira,0mG66FLhO0iZ6XCAGdjpax,59,-17.491,126.946,225627,0.285,8,0.00131,0.0326,0.86,0.825
country,Why Can't She,04v55ioXWNEJFc2xaAskuS,48,-5.963,139.889,241067,0.614,3,0.0,0.0263,0.356,0.553
country,Simple Man,4O7sDupv5V7qEBk96qOZyi,60,-13.076,78.954,202507,0.383,9,0.0,0.0494,0.485,0.592
country,Finally Friday,26Cp8dnAmqRY6od1ZYQp6r,57,-12.39,134.431,164693,0.728,7,0.000107,0.0277,0.919,0.656
country,Radio Jam,1Sc1O9WeRIUEuOLxAcPRKD,58,-12.109,80.02,220082,0.528,9,0.0,0.0589,0.314,0.588
country,Goodbye Summer,1kmpcpEK0f56M5dkqNajRk,56,-5.743,94.969,188556,0.657,6,0.0,0.0287,0.695,0.551
country,Speed,1zUQcIZZK3QpJKeBNbS9wk,41,-8.171,87.971,239067,0.694,8,1.04e-06,0.0295,0.325,0.587
country,Girl Crush,11qh54D0PKkBwelpDxxiEU,70,-10.22,173.788,193320,0.225,0,0.0,0.0302,0.355,0.5
country,Doing It to Country Songs (feat. The Oak Ridge Boys) - Recorded at Sound Stage Nashville,5PoxKc3OfdHr2uQEnIRRyw,39,-6.608,133.013,178413,0.761,7,0.0,0.0782,0.81,0.751
country,Whoever Broke Your Heart,48soTbO64fT2Xw3xxvAXY5,0,-5.207,155.904,194482,0.745,6,0.0,0.038,0.646,0.479
country,Over Did It,7vIwwIRqEyiDFmL1L0Cd5t,46,-4.553,120.034,191200,0.787,0,0.0,0.0349,0.457,0.689
country,Days Go By,2jwaErbghhcia4JqUYWz3g,56,-3.197,131.951,224630,0.892,2,0.0,0.0365,0.76,0.589
country,Better Boat (feat. Mindy Smith),357oRj2nlGc9QLjMGifVtS,55,-11.3,143.808,224945,0.265,6,2.25e-05,0.0302,0.394,0.574
country,Vacation,4DdF1l0DzBQy8YL2UVhPrU,58,-5.793,137.077,223253,0.827,1,0.000288,0.0389,0.96,0.638
country,Wave on Wave,7rS87NoPWbAkVURdVFbGH9,59,-5.275,103.551,244373,0.757,2,2.61e-05,0.0252,0.361,0.671
country,Goodbye Says It All,7yYWlhU8uy27bLV6gxPcFD,56,-9.823,137.703,204160,0.479,8,0.0,0.0265,0.674,0.646
country,Make Him Wait,530TAWLytdeGGAhg7y0JB5,59,-8.177,158.802,203240,0.427,3,1.18e-06,0.0416,0.21,0.406
country,Drink In My Hand,1cktZnxiONH0hR6Q3DKy8h,71,-4.452,113.044,191307,0.913,0,0.0,0.0318,0.946,0.626
country,Forever Country,3WWVDPjihd1VITBLF10nha,59,-5.931,90.057,242480,0.684,7,1.41e-05,0.0388,0.13,0.201
country,One More Red Light,30jUFpRq1l7QPytEAoX1m8,44,-4.65,106.031,210265,0.885,6,0.0,0.0415,0.358,0.597
country,I Don't Have To Be Me ('Til Monday) - Single Version,5v1bA7NmQcQHvH9IDkeeF4,52,-4.224,168.999,196952,0.717,8,0.0,0.0303,0.771,0.497
country,My Wish,6Gfmj0HbpvxTdW0sdlzTDU,66,-4.853,135.712,248280,0.769,4,5.53e-06,0.0312,0.388,0.548
country,Party For Two - Country Version With Intro,2SdlDofWM5vqkM0FMnjcvS,0,-4.726,121.467,212640,0.706,11,0.0,0.0457,0.959,0.74
country,Heartland - Pure Country/Soundtrack Version,0U4R6UqrJo43TmImPku9H8,52,-9.5,156.983,138160,0.89,8,7.7e-05,0.05,0.695,0.449
country,Night Train,5ytc87gcx6dZ4nWRNykinV,67,-5.175,158.121,232307,0.708,5,1.06e-06,0.0293,0.502,0.496
country,I'm Not Strong Enough to Say No,0AOMCsfuOaL4omgEOoM3DE,53,-8.811,110.53,254840,0.513,1,1.23e-06,0.0284,0.497,0.75
country,Buy Myself A Chance,1EHNNWLiWe1PJADKEnMvIr,56,-5.376,109.539,221627,0.758,4,0.0,0.0296,0.83,0.729
